Tid (s),C1,C2
863,61.5,53.3
864,62.6,53.5
865,62.9,54.1
866,62.2,53.2
867,62.2,52.9
868,61.8,52.4
869,60,51.4
870,59.9,50.5
871,60.3,50.7
872,61.4,51
873,64,52.6
874,64.5,53.3
875,63.8,54
876,63.6,53.2
877,64.2,53.6
878,63.5,53.4
879,63.1,52.7
880,62.9,53
881,61.5,52.3
882,61.6,51.7
883,61.4,51.2
884,60.7,50.9
885,59.9,50.7
886,59.8,49.2
887,59.5,49.5
888,59,49.4
889,57.4,48.5
890,58.3,48.4
891,58.2,49.2
892,60.2,49.4
893,61.6,51.9
894,62.5,51.8
895,60.9,51.1
896,60.6,50.2
897,58.4,49.1
898,56.2,48.6
899,57,48.9
900,57.6,50.3
901,56.3,52
902,54,52.4
903,56.4,55.7
904,55.4,51.9
905,54,51
906,52.2,52.1
907,51.4,53.1
908,51,55.7
909,51.5,57.6
910,54.7,52.6
911,54.2,51
912,52.3,49.7
913,52.2,48.8
914,54,49
915,56.2,49.3
916,56.1,48.4
917,56.7,48.5
918,57.4,49
919,54.7,48.5
920,57,48.3
921,56.4,48.7
922,56,48.3
923,56.9,48.7
924,55.8,49.8
925,56.7,51.4
926,56.1,50.4
927,54,49
928,55.9,50.4
929,57,51.8
930,56.3,53.3
931,56.7,55.5
932,56.8,50.7
933,54.3,49.7
934,55,48.6
935,56,49.5
936,52.5,48
937,56,51.1
938,54,50.8
939,55.9,48.6
940,51,46.8
941,54.8,47.9
942,56.8,48.5
943,55.5,48.4
944,56.4,46.9
945,55.9,47.7
946,53.8,46
947,55.1,45.3
948,55.2,45.2
949,54.2,45.4
950,54.5,43
951,55.5,45
952,55.7,44.8
953,57.5,47.1
954,59.6,45.9
955,59,47.1
956,57.4,47
957,55,47.1
958,57.3,46.1
959,55.7,46
960,56.1,45.4
961,56.2,45.6
962,59.4,47.8
963,64.7,52.6
964,64.1,54.6
965,61.3,52.9
966,58.8,50.1
967,55.8,47.1
968,53.1,43.9
969,51.8,42.4
970,51.6,41.1
971,52.9,41.5
972,54.2,41.9
973,54.9,42.6
974,58,45.4
975,56.5,45.9
